	bin_name	genome_name	gene_callers_id	num_genomes_gene_cluster_has_hits	num_genes_in_gene_cluster	max_num_paralogs	SCG	functional_homogeneity_index	geometric_homogeneity_index	combined_homogeneity_index	COG20_FUNCTION_ACC	COG20_FUNCTION	Pfam_ACC	Pfam	KEGG_Module_ACC	KEGG_Module	KEGG_BRITE_ACC	KEGG_BRITE	COG20_PATHWAY_ACC	COG20_PATHWAY	COG20_CATEGORY_ACC	COG20_CAT_ACC	COG20_CATEGORY	KOfam_ACC	KOfam	KEGG_Class_ACC	KEGG_Class
GC_00000096	EVERYTHING	ASM1913465v1	909	82	88	2	0	0.999185192	0.912613074	0.953939007	COG1263|COG1264	"Phosphotransferase system IIC components, glucose/maltose/N-acetylglucosamine-specific (PtsG1)|Phosphotransferase system IIB components (PtsG2) (PDB:1IBA)"	PF02378.23	"Phosphotransferase system, EIIC "	ND	ND	ko00001|ko00001|ko00001|ko00001|ko01000|ko01000|ko02000	KEGG Orthology (KO)>>>09100 Metabolism>>>09101 Carbohydrate metabolism>>>00010 Glycolysis / Gluconeogenesis [PATH:ko00010]|KEGG Orthology (KO)>>>09100 Metabolism>>>09101 Carbohydrate metabolism>>>00500 Starch and sucrose metabolism [PATH:ko00500]|KEGG Orthology (KO)>>>09100 Metabolism>>>09101 Carbohydrate metabolism>>>00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]|KEGG Orthology (KO)>>>09130 Environmental Information Processing>>>09131 Membrane transport>>>02060 Phosphotransferase system (PTS) [PATH:ko02060]|Enzymes>>>2. Transferases>>>2.7  Transferring phosphorus-containing groups>>>2.7.1  Phosphotransferases with an alcohol group as acceptor>>>2.7.1.199  protein-Npi-phosphohistidine---D-glucose phosphotransferase|Enzymes>>>2. Transferases>>>2.7  Transferring phosphorus-containing groups>>>2.7.1  Phosphotransferases with an alcohol group as acceptor>>>2.7.1.208  protein-Npi-phosphohistidine---maltose phosphotransferase|Transporters>>>Phosphotransferase system (PTS)>>>Enzyme II [TC:4.A]>>>Maltose/glucose-specific II component	ND	ND	G|G	G	Carbohydrate transport and metabolism|Carbohydrate transport and metabolism	K02791	maltose/glucose PTS system EIICB component [EC:2.7.1.199 2.7.1.208]	ND	ND
GC_00000097	EVERYTHING	ASM215146v1	1228	68	88	2	0	0.949612255	0.749056905	0.83749518	ND	ND	PF05628.17	Borrelia membrane protein P13	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00000098	EVERYTHING	ASM1913465v1	1165	76	88	2	0	0.97957081	0.783744754	0.870783993	ND	ND	PF05714.16	Borrelia Bbcrasp-1 domain containing protein	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00000099	EVERYTHING	ASM1913465v1	895	82	88	2	0	0.992943198	0.904396717	0.946603781	COG1192	ParA-like ATPase involved in chromosome/plasmid partitioning or cellulose biosynthesis protein BcsQ (ParA) (PDB:6NOO)	PF13614.11	AAA domain	ND	ND	ko03036|ko04812	Chromosome and associated proteins>>>Prokaryotic type>>>Chromosome partitioning proteins>>>Other chromosome partitioning proteins|Cytoskeleton proteins>>>Prokaryotic cytoskeleton proteins>>>MinD / ParA class of bacterial cytoskeletal proteins	ND	ND	D|N	D	"Cell cycle control, cell division, chromosome partitioning|Cell motility"	K03496	chromosome partitioning protein	ND	ND
GC_00000100	EVERYTHING	ASM2466215v1	1273	71	88	5	0	0.9821256	0.950614463	0.966113155	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00000101	EVERYTHING	ASM1913465v1	978	82	87	2	0	0.982185067	0.851987363	0.912465209	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00000102	EVERYTHING	ASM1913465v1	887	82	87	2	0	0.997835728	0.923048121	0.958986036	COG1455	Phosphotransferase system cellobiose-specific component IIC (CelB) (PDB:3QNQ)	PF02378.23	"Phosphotransferase system, EIIC "	ND	ND	ko00001|ko00001|ko02000	KEGG Orthology (KO)>>>09100 Metabolism>>>09101 Carbohydrate metabolism>>>00500 Starch and sucrose metabolism [PATH:ko00500]|KEGG Orthology (KO)>>>09130 Environmental Information Processing>>>09131 Membrane transport>>>02060 Phosphotransferase system (PTS) [PATH:ko02060]|Transporters>>>Phosphotransferase system (PTS)>>>Enzyme II [TC:4.A]>>>Cellobiose-specific II component	ND	ND	G	G	Carbohydrate transport and metabolism	K02761	cellobiose PTS system EIIC component	ND	ND
GC_00000103	EVERYTHING	ASM2466215v1	1269	71	86	3	0	0.994423582	0.972359193	0.983267623	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00000104	EVERYTHING	ASM2466215v1	1271	71	86	3	0	0.984530716	0.977534944	0.981020358	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00000105	EVERYTHING	ASM1913465v1	896	82	86	2	0	0.994269482	0.932448857	0.962367382	ND	ND	PF01672.21	Putative plasmid partition protein	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00000106	EVERYTHING	ASM1913465v1	908	82	86	2	0	0.990249641	0.927335168	0.957760317	ND	ND	PF12796.12	Ankyrin repeats (3 copies)	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00000107	EVERYTHING	ASM215146v1	993	35	85	4	0	0.743928161	0.733361901	0.738607244	ND	ND	PF00921.22	Borrelia lipoprotein	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00000108	EVERYTHING	ASM2466215v1	1284	71	85	3	0	0.931304991	0.999796614	0.964336184	ND	ND	PF03196.18	"Protein of unknown function, DUF261"	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00000109	EVERYTHING	ASM2466215v1	1274	71	85	2	0	0.971969598	0.99412259	0.982921289	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00000110	EVERYTHING	ASM1913465v1	892	82	85	2	0	0.997911107	0.948593775	0.972627681	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00000111	EVERYTHING	ASM1913465v1	42	82	85	2	0	0.995133208	0.946600071	0.970260103	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00000112	EVERYTHING	ASM1913465v1	893	82	85	2	0	0.985139932	0.948608958	0.966529387	ND	ND	PF02414.20	Borrelia ORF-A	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00000113	EVERYTHING	ASM2466215v1	1268	71	85	2	0	0.988038168	0.991400846	0.989716651	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00000114	EVERYTHING	ASM2466215v1	1118	71	85	3	0	0.875990605	1	0.93389658	ND	ND	PF02999.19	Borrelia orf-D family	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00000115	EVERYTHING	ASM1913465v1	899	82	85	2	0	0.991314315	0.950960529	0.970718216	COG0516	IMP dehydrogenase/GMP reductase (GuaB) (PDB:1B3O)	PF00478.30	IMP dehydrogenase / GMP reductase domain	M00050	"Guanine ribonucleotide biosynthesis, IMP => GDP,GTP"	ko00001|ko00001|ko01000|ko04147|ko04147	"KEGG Orthology (KO)>>>09100 Metabolism>>>09104 Nucleotide metabolism>>>00230 Purine metabolism [PATH:ko00230]|KEGG Orthology (KO)>>>09100 Metabolism>>>09111 Xenobiotics biodegradation and metabolism>>>00983 Drug metabolism - other enzymes [PATH:ko00983]|Enzymes>>>1. Oxidoreductases>>>1.1  Acting on the CH-OH group of donors>>>1.1.1  With NAD+ or NADP+ as acceptor>>>1.1.1.205  IMP dehydrogenase|Exosome>>>Exosomal proteins>>>Exosomal proteins of haemopoietic cells  (B-cell, T-cell, DC-cell, reticulocyte, and mast cell)|Exosome>>>Exosomal proteins>>>Exosomal proteins of breast cancer cells"	COG0516	Purine biosynthesis	F	F	Nucleotide transport and metabolism	K00088	IMP dehydrogenase [EC:1.1.1.205]	M00050	Pathway modules; Nucleotide metabolism; Purine metabolism
GC_00000116	EVERYTHING	ASM2466215v1	1116	71	85	3	0	0.900614178	0.967328046	0.932779763	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00000117	EVERYTHING	ASM1913465v1	898	82	85	2	0	0.994564685	0.946842576	0.970117097	COG4166	"ABC-type oligopeptide transport system, periplasmic component (OppA) (PDB:1B05)"	PF00496.27	"Bacterial extracellular solute-binding proteins, family 5 Middle"	ND	ND	ko00001|ko00001|ko02000	"KEGG Orthology (KO)>>>09130 Environmental Information Processing>>>09131 Membrane transport>>>02010 ABC transporters [PATH:ko02010]|KEGG Orthology (KO)>>>09140 Cellular Processes>>>09145 Cellular community - prokaryotes>>>02024 Quorum sensing [PATH:ko02024]|Transporters>>>ABC transporters, prokaryotic type>>>Peptide and nickel transporters>>>Oligopeptide transporter"	ND	ND	E	E	Amino acid transport and metabolism	K15580	oligopeptide transport system substrate-binding protein	ND	ND
GC_00000118	EVERYTHING	ASM1913465v1	288	82	84	3	0	0.998953213	0.977037125	0.987873631	COG1220	"ATP-dependent protease HslVU (ClpYQ), ATPase subunit HslU (HslU) (PDB:1DO0)"	PF07724.19	AAA domain (Cdc48 subfamily)	ND	ND	ko03110	Chaperones and folding catalysts>>>Heat shock proteins>>>HSP100	ND	ND	O	O	"Posttranslational modification, protein turnover, chaperones"	K03667	ATP-dependent HslUV protease ATP-binding subunit HslU	ND	ND
GC_00000119	EVERYTHING	ASM2466215v1	1106	71	84	2	0	0.997950575	0.997980928	0.997965751	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00000120	EVERYTHING	ASM2466215v1	1114	71	84	2	0	0.993422231	0.975844848	0.984555093	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00000121	EVERYTHING	ASM1913465v1	812	82	84	2	0	0.99707744	0.968670739	0.982668839	COG0078	Ornithine carbamoyltransferase (ArgF) (PDB:1A1S)	PF00185.29	"Aspartate/ornithine carbamoyltransferase, Asp/Orn binding domain"	M00844|M00029	"Arginine biosynthesis, ornithine => arginine|Urea cycle"	ko00001|ko01000	KEGG Orthology (KO)>>>09100 Metabolism>>>09105 Amino acid metabolism>>>00220 Arginine biosynthesis [PATH:ko00220]|Enzymes>>>2. Transferases>>>2.1  Transferring one-carbon groups>>>2.1.3  Carboxy- and carbamoyltransferases>>>2.1.3.3  ornithine carbamoyltransferase	COG0078	Arginine biosynthesis	E	E	Amino acid transport and metabolism	K00611	ornithine carbamoyltransferase [EC:2.1.3.3]	M00844|M00029	Pathway modules; Amino acid metabolism; Arginine and proline metabolism|Pathway modules; Amino acid metabolism; Arginine and proline metabolism
GC_00000122	EVERYTHING	ASM2466215v1	1108	71	84	2	0	0.978966888	1	0.989371671	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00000123	EVERYTHING	ASM1913465v1	106	82	84	2	0	0.996340745	0.964242904	0.980029079	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00000124	EVERYTHING	ASM1913465v1	886	82	84	2	0	0.995032307	0.964876373	0.979722344	ND	ND	PF16684.10	Telomere resolvase ResT/TelK catalytic domain	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00000125	EVERYTHING	ASM1913465v1	989	48	84	3	0	0.96821198	0.905679012	0.935902113	ND	ND	PF02414.20	Borrelia ORF-A	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00000126	EVERYTHING	ASM2466215v1	1277	71	84	2	0	0.994238619	1	0.997110987	COG1783	Phage terminase large subunit (XtmB) (PDB:4IDH)	PF04466.18	Phage terminase large subunit	ND	ND	ko00001	KEGG Orthology (KO)>>>09190 Not Included in Pathway or Brite>>>09192 Unclassified: genetic information processing>>>99976 Replication and repair	ND	ND	X	X	"Mobilome: prophages, transposons"	K06909	phage terminase large subunit	ND	ND
GC_00000127	EVERYTHING	ASM1913465v1	500	82	84	2	0	0.995883411	0.960257954	0.977746275	COG0483	"Archaeal fructose-1,6-bisphosphatase or related enzyme, inositol monophosphatase family (SuhB) (PDB:1AWB)"	PF00459.30	Inositol monophosphatase family	ND	ND	ND	ND	COG0483	Gluconeogenesis	G	G	Carbohydrate transport and metabolism	ND	ND	ND	ND
GC_00000128	EVERYTHING	ASM1913465v1	900	82	84	2	0	0.98982028	0.93754191	0.962972088	COG0518|COG0519	"GMP synthase, glutamine amidotransferase domain (GuaA1) (PDB:4WIM)|GMP synthase, PP-ATPase domain/subunit (GuaA2) (PDB:4WIM)"	PF00117.33	Glutamine amidotransferase class-I	M00050	"Guanine ribonucleotide biosynthesis, IMP => GDP,GTP"	ko00001|ko00001|ko01000|ko01002	KEGG Orthology (KO)>>>09100 Metabolism>>>09104 Nucleotide metabolism>>>00230 Purine metabolism [PATH:ko00230]|KEGG Orthology (KO)>>>09100 Metabolism>>>09111 Xenobiotics biodegradation and metabolism>>>00983 Drug metabolism - other enzymes [PATH:ko00983]|Enzymes>>>6. Ligases>>>6.3  Forming carbon-nitrogen bonds>>>6.3.5  Carbon-nitrogen ligases with glutamine as amido-N-donor>>>6.3.5.2  GMP synthase (glutamine-hydrolysing)|Peptidases and inhibitors>>>Cysteine peptidases>>>Family C26: gamma-glutamyl hydrolase family	COG0518|COG0519	Purine biosynthesis|Purine biosynthesis	F|F	F	Nucleotide transport and metabolism|Nucleotide transport and metabolism	K01951	GMP synthase (glutamine-hydrolysing) [EC:6.3.5.2]	M00050	Pathway modules; Nucleotide metabolism; Purine metabolism
GC_00000129	EVERYTHING	ASM1913465v1	974	82	83	2	0	0.992820136	0.998149623	0.995477746	ND	ND	PF01672.21	Putative plasmid partition protein	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00000130	EVERYTHING	ASM1913465v1	441	82	83	2	0	0.999574298	1	0.999787104	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00000131	EVERYTHING	ASM1913465v1	616	82	83	2	0	0.999287268	0.981823932	0.990478631	COG3842	"ABC-type Fe3+/spermidine/putrescine transport systems, ATPase component (PotA) (PDB:1Z47)"	PF00005.32	ABC transporter	ND	ND	ko00001|ko01000|ko02000	"KEGG Orthology (KO)>>>09130 Environmental Information Processing>>>09131 Membrane transport>>>02010 ABC transporters [PATH:ko02010]|Enzymes>>>7. Translocases>>>7.6  Catalysing the translocation of other compounds>>>7.6.2  Linked to the hydrolysis of a nucleoside triphosphate>>>7.6.2.11  ABC-type polyamine transporter|Transporters>>>ABC transporters, prokaryotic type>>>Mineral and organic ion transporters>>>Spermidine/putrescine transporter"	ND	ND	E	E	Amino acid transport and metabolism	K11072	spermidine/putrescine transport system ATP-binding protein [EC:7.6.2.11]	ND	ND
GC_00000132	EVERYTHING	ASM1913465v1	976	82	83	2	0	0.991024549	0.99445424	0.992736432	COG1192	ParA-like ATPase involved in chromosome/plasmid partitioning or cellulose biosynthesis protein BcsQ (ParA) (PDB:6NOO)	PF02890.19	Borrelia family of unknown function DUF226	ND	ND	ND	ND	ND	ND	D|N	D	"Cell cycle control, cell division, chromosome partitioning|Cell motility"	ND	ND	ND	ND
GC_00000133	EVERYTHING	ASM1913465v1	131	82	83	2	0	0.996578697	0.978753717	0.987585783	COG0124	Histidyl-tRNA synthetase (HisS) (PDB:1KMM)	PF13393.11	Histidyl-tRNA synthetase	ND	ND	ko00001|ko01000|ko01007|ko03016|ko03016	KEGG Orthology (KO)>>>09120 Genetic Information Processing>>>09122 Translation>>>00970 Aminoacyl-tRNA biosynthesis [PATH:ko00970]|Enzymes>>>6. Ligases>>>6.1  Forming carbon-oxygen bonds>>>6.1.1  Ligases forming aminoacyl-tRNA and related compounds>>>6.1.1.21  histidine---tRNA ligase|Amino acid related enzymes>>>Aminoacyl-tRNA synthetase>>>Class II (A)|Transfer RNA biogenesis>>>Eukaryotic type>>>Aminoacyl-tRNA synthetases (AARSs)>>>Other AARSs|Transfer RNA biogenesis>>>Prokaryotic type>>>Aminoacyl-tRNA synthetases (AARSs)>>>Other AARSs	COG0124	Aminoacyl-tRNA synthetases	J	J	"Translation, ribosomal structure and biogenesis"	K01892	histidyl-tRNA synthetase [EC:6.1.1.21]	ND	ND
GC_00000134	EVERYTHING	ASM1913465v1	195	82	83	2	0	0.999326049	0.981620821	0.990394313	COG1253	"Hemolysin-related protein, contains CBS domains, UPF0053 family (TlyC) (PDB:2NQW)"	PF01595.25	Cyclin M transmembrane N-terminal domain	ND	ND	ko02000|ko02042	"Transporters>>>Other transporters>>>Pores ion channels [TC:1]|Bacterial toxins>>>Type II toxins: Membrane damaging toxins>>>Pore-forming toxins, Other"	ND	ND	R	R	General function prediction only	K03699	"magnesium and cobalt exporter, CNNM family"	ND	ND
GC_00000135	EVERYTHING	ASM1913465v1	905	82	83	2	0	0.999390198	0.982401922	0.990823247	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00000136	EVERYTHING	ASM1913465v1	319	82	83	2	0	0.997937363	0.981635599	0.989719359	COG4166	"ABC-type oligopeptide transport system, periplasmic component (OppA) (PDB:1B05)"	PF00496.27	"Bacterial extracellular solute-binding proteins, family 5 Middle"	ND	ND	ko00001|ko00001|ko02000	"KEGG Orthology (KO)>>>09130 Environmental Information Processing>>>09131 Membrane transport>>>02010 ABC transporters [PATH:ko02010]|KEGG Orthology (KO)>>>09140 Cellular Processes>>>09145 Cellular community - prokaryotes>>>02024 Quorum sensing [PATH:ko02024]|Transporters>>>ABC transporters, prokaryotic type>>>Peptide and nickel transporters>>>Oligopeptide transporter"	ND	ND	E	E	Amino acid transport and metabolism	K15580	oligopeptide transport system substrate-binding protein	ND	ND
GC_00000137	EVERYTHING	ASM1913465v1	440	82	83	2	0	0.998267491	0.98317364	0.990663076	COG0457	Tetratricopeptide (TPR) repeat (TPR) (PDB:3AS4)	PF00515.33	Tetratricopeptide repeat	ND	ND	ND	ND	ND	ND	R	R	General function prediction only	ND	ND	ND	ND
GC_00000138	EVERYTHING	ASM1913465v1	1051	82	83	2	0	0.996583505	0.823108569	0.901577179	ND	ND	PF05628.17	Borrelia membrane protein P13	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00000139	EVERYTHING	ASM1913465v1	515	82	83	2	0	0.999344038	0.984474092	0.991853335	COG0480	"Translation elongation factor EF-G, a GTPase (FusA) (PDB:1DAR)"	PF00009.32	Elongation factor Tu GTP binding domain	ND	ND	ko03012|ko03012|ko03029|ko03029	"Translation factors>>>Eukaryotic type>>>Elongation factors|Translation factors>>>Prokaryotic type>>>Elongation factors|Mitochondrial biogenesis>>>Mitochondrial DNA transcription, translation, and replication factors>>>Mitochondrial transcription and translation factors>>>Mitochondrial translation factors|Mitochondrial biogenesis>>>Mitochondrial quality control factors>>>Regulator of mitochondrial biogenesis>>>Ubiquitas transcription factors"	COG0480	Translation factors	J	J	"Translation, ribosomal structure and biogenesis"	K02355	elongation factor G	ND	ND
GC_00000140	EVERYTHING	ASM1913465v1	1	82	83	2	0	0.994848664	0.980510626	0.987627609	COG1472	Periplasmic beta-glucosidase and related glycosidases (BglX) (PDB:2X40)	PF00933.26	Glycosyl hydrolase family 3 N terminal domain	ND	ND	ko00001	KEGG Orthology (KO)>>>09190 Not Included in Pathway or Brite>>>09191 Unclassified: metabolism>>>99981 Carbohydrate metabolism	ND	ND	G	G	Carbohydrate transport and metabolism	K01207	beta-N-acetylhexosaminidase [EC:3.2.1.52]	ND	ND
GC_00000141	EVERYTHING	ASM1913465v1	315	82	83	2	0	0.998524094	0.985084264	0.991758649	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00000142	EVERYTHING	ASM1913465v1	334	82	83	2	0	0.996975993	0.979023318	0.987918103	COG1426	"Cytoskeletal protein RodZ, contains Xre-like HTH and DUF4115 domains (RodZ) (PDB:3FYM)"	PF13413.11	Helix-turn-helix domain	ND	ND	ko00001	KEGG Orthology (KO)>>>09190 Not Included in Pathway or Brite>>>09193 Unclassified: signaling and cellular processes>>>99992 Structural proteins	ND	ND	D	D	"Cell cycle control, cell division, chromosome partitioning"	K15539	cytoskeleton protein RodZ	ND	ND
GC_00000143	EVERYTHING	ASM1913465v1	869	49	83	3	0	0.97812118	0.712085094	0.824166284	ND	ND	PF01672.21	Putative plasmid partition protein	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00000144	EVERYTHING	ASM1913465v1	331	82	83	2	0	0.987896244	0.981804968	0.984841187	COG0154	Asp-tRNAAsn/Glu-tRNAGln amidotransferase A subunit or related amidase (GatA) (PDB:3H0L)	PF01425.26	Amidase	ND	ND	ko00001|ko01000|ko01000|ko03029	"KEGG Orthology (KO)>>>09120 Genetic Information Processing>>>09122 Translation>>>00970 Aminoacyl-tRNA biosynthesis [PATH:ko00970]|Enzymes>>>6. Ligases>>>6.3  Forming carbon-nitrogen bonds>>>6.3.5  Carbon-nitrogen ligases with glutamine as amido-N-donor>>>6.3.5.6  asparaginyl-tRNA synthase (glutamine-hydrolysing)|Enzymes>>>6. Ligases>>>6.3  Forming carbon-nitrogen bonds>>>6.3.5  Carbon-nitrogen ligases with glutamine as amido-N-donor>>>6.3.5.7  glutaminyl-tRNA synthase (glutamine-hydrolysing)|Mitochondrial biogenesis>>>Mitochondrial DNA transcription, translation, and replication factors>>>Mitochondrial transcription and translation factors>>>Other mitochondrial DNA transcription and translation factors"	COG0154	Aminoacyl-tRNA synthetases	J	J	"Translation, ribosomal structure and biogenesis"	K02433	aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln) amidotransferase subunit A [EC:6.3.5.6 6.3.5.7]	ND	ND
GC_00000145	EVERYTHING	ASM1913465v1	144	82	83	2	0	0.998393855	0.988083596	0.99321197	COG1345	Flagellar capping protein FliD (FliD) (PDB:5FHY)	PF07195.17	Flagellar hook-associated protein 2 C-terminus	ND	ND	ko00001|ko02035	KEGG Orthology (KO)>>>09140 Cellular Processes>>>09142 Cell motility>>>02040 Flagellar assembly [PATH:ko02040]|Bacterial motility proteins>>>Flagellar system>>>Flagellar assembly proteins>>>Filament	ND	ND	N	N	Cell motility	K02407	flagellar hook-associated protein 2	ND	ND
GC_00000146	EVERYTHING	ASM1913465v1	362	82	83	2	0	0.997820196	0.98104985	0.989363961	COG2206	"HD-GYP domain, c-di-GMP phosphodiesterase class II (or its inactivated variant) (HDGYP) (PDB:5Z7C) (PUBMED:23475961)"	PF13487.11	HD domain	ND	ND	ko00001|ko00001|ko02022	KEGG Orthology (KO)>>>09130 Environmental Information Processing>>>09132 Signal transduction>>>02020 Two-component system [PATH:ko02020]|KEGG Orthology (KO)>>>09140 Cellular Processes>>>09145 Cellular community - prokaryotes>>>02024 Quorum sensing [PATH:ko02024]|Two-component system>>>Other families>>>RpfC-RpfG (cell-to-cell signaling)	ND	ND	T	T	Signal transduction mechanisms	K25135	cyclic di-GMP phosphodiesterase [EC:3.1.4.-]	ND	ND
GC_00000147	EVERYTHING	ASM1913465v1	204	82	83	2	0	0.995945355	0.973227973	0.984455624	COG0323	DNA mismatch repair ATPase MutL (MutL) (PDB:1B62)	PF01119.24	"DNA mismatch repair protein, C-terminal domain"	ND	ND	ko00001|ko03400	KEGG Orthology (KO)>>>09120 Genetic Information Processing>>>09124 Replication and repair>>>03430 Mismatch repair [PATH:ko03430]|DNA repair and recombination proteins>>>Prokaryotic type>>>SSBR (single strand breaks repair)>>>MMR (mismatch excision repair)>>>Molecular matchmaker	ND	ND	L	L	"Replication, recombination and repair"	K03572	DNA mismatch repair protein MutL	ND	ND
GC_00000148	EVERYTHING	ASM1913465v1	407	82	83	2	0	0.991261866	0.982534466	0.986878871	COG0561	Hydroxymethylpyrimidine pyrophosphatase and other HAD family phosphatases (Cof) (PDB:1YMQ)	PF08282.17	haloacid dehalogenase-like hydrolase	M00125	"Riboflavin biosynthesis, plants and bacteria, GTP => riboflavin/FMN/FAD"	ko00001|ko01000	KEGG Orthology (KO)>>>09100 Metabolism>>>09101 Carbohydrate metabolism>>>00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]|Enzymes>>>3. Hydrolases>>>3.1  Acting on ester bonds>>>3.1.3  Phosphoric-monoester hydrolases>>>3.1.3.103  3-deoxy-D-glycero-D-galacto-nonulopyranosonate 9-phosphatase	ND	ND	H|R	H	Coenzyme transport and metabolism|General function prediction only	K21064	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase [EC:3.1.3.104]	M00125	Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism
GC_00000149	EVERYTHING	ASM1913465v1	342	82	83	2	0	0.998217895	0.9821069	0.990096862	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00000150	EVERYTHING	ASM1913465v1	767	82	83	2	0	0.997555936	0.98437382	0.990921039	COG0249	DNA mismatch repair ATPase MutS (MutS) (PDB:1E3M)	PF00488.26	MutS domain V	ND	ND	ko00001|ko03400	KEGG Orthology (KO)>>>09120 Genetic Information Processing>>>09124 Replication and repair>>>03430 Mismatch repair [PATH:ko03430]|DNA repair and recombination proteins>>>Prokaryotic type>>>SSBR (single strand breaks repair)>>>MMR (mismatch excision repair)>>>Mismatch and loop recognition factors	ND	ND	L	L	"Replication, recombination and repair"	K03555	DNA mismatch repair protein MutS	ND	ND
GC_00000151	EVERYTHING	ASM1913465v1	166	82	83	2	0	0.99517307	0.983905863	0.989507393	COG4245	"Uncharacterized conserved protein YegL, contains vWA domain of TerY type (TerY)"	PF13519.11	von Willebrand factor type A domain	ND	ND	ND	ND	ND	ND	S	S	Function unknown	ND	ND	ND	ND
GC_00000152	EVERYTHING	ASM1913465v1	721	82	83	2	0	0.989123348	0.976734713	0.982889995	ND	ND	PF14238.11	Domain of unknown function (DUF4340)	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00000153	EVERYTHING	ASM1913465v1	77	82	83	2	0	0.995413627	0.982209794	0.988767632	COG4591	"ABC-type transport system involved in lipoprotein release, permease component LolC (LolE) (PDB:6F49)"	PF02687.26	FtsX-like permease family	ND	ND	ko02000	"Transporters>>>ABC transporters, prokaryotic type>>>ABC-2 type and other transporters>>>Putative ABC transporter"	ND	ND	M	M	Cell wall/membrane/envelope biogenesis	K02004	putative ABC transport system permease protein	ND	ND
